IDADE;SEXO;DOSE;UF;N
14;F;2ª Dose;13;4
14;F;2ª Dose;15;1
14;F;2ª Dose;21;1
14;F;2ª Dose;22;3
14;F;2ª Dose;23;3
14;F;2ª Dose;26;1
14;F;2ª Dose;29;4
14;F;2ª Dose;31;3
14;F;2ª Dose;33;2
14;F;2ª Dose;35;18
14;F;2ª Dose;41;3
14;F;2ª Dose;42;1
14;F;2ª Dose;43;6
14;F;2ª Dose;51;3
14;F;2ª Dose;52;2
14;F;Dose ;13;2
14;F;Dose ;50;3
14;F;Única ;13;1
14;F;Única ;41;4
14;M;1ª Dose;11;3
14;M;1ª Dose;12;1
14;M;1ª Dose;13;7
14;M;1ª Dose;15;11
14;M;1ª Dose;17;4
14;M;1ª Dose;21;3
14;M;1ª Dose;22;1
14;M;1ª Dose;23;29
14;M;1ª Dose;24;2
14;M;1ª Dose;25;1
14;M;1ª Dose;26;9
14;M;1ª Dose;27;2
14;M;1ª Dose;28;3
14;M;1ª Dose;29;15
14;M;1ª Dose;31;13
14;M;1ª Dose;32;2
14;M;1ª Dose;33;9
14;M;1ª Dose;35;44
14;M;1ª Dose;41;9
14;M;1ª Dose;42;12
14;M;1ª Dose;43;7
14;M;1ª Dose;50;390
14;M;1ª Dose;51;1
14;M;1ª Dose;52;5
14;M;1ª Dose;53;2
14;M;1ª Dose;NA;2
14;M;2ª Dose;11;1
14;M;2ª Dose;12;1
14;M;2ª Dose;13;2
14;M;2ª Dose;15;2
14;M;2ª Dose;17;1
14;M;2ª Dose;21;1
14;M;2ª Dose;23;1
14;M;2ª Dose;26;4
14;M;2ª Dose;28;1
14;M;2ª Dose;29;7
14;M;2ª Dose;31;2
14;M;2ª Dose;35;8
14;M;2ª Dose;41;1
14;M;2ª Dose;42;1
14;M;2ª Dose;43;2
14;M;2ª Dose;50;1
14;M;2ª Dose;51;1
14;M;2ª Dose;52;1
14;M;2ª Dose;53;1
14;M;Dose ;29;1
14;M;Dose ;50;1
14;M;Única ;24;1
14;M;Única ;41;3
15;F;1ª Dose;11;15
15;F;1ª Dose;12;3
15;F;1ª Dose;13;12
15;F;1ª Dose;14;3
15;F;1ª Dose;15;16
15;F;1ª Dose;16;1
15;F;1ª Dose;17;5
15;F;1ª Dose;21;39
15;F;1ª Dose;22;3
15;F;1ª Dose;23;28
15;F;1ª Dose;24;21
15;F;1ª Dose;25;8
15;F;1ª Dose;26;27
15;F;1ª Dose;27;3
15;F;1ª Dose;28;5
15;F;1ª Dose;29;38
15;F;1ª Dose;31;47
15;F;1ª Dose;32;24
15;F;1ª Dose;33;20
15;F;1ª Dose;35;77
15;F;1ª Dose;41;31
15;F;1ª Dose;42;13
15;F;1ª Dose;43;33
15;F;1ª Dose;50;315
15;F;1ª Dose;51;20
15;F;1ª Dose;52;9
15;F;1ª Dose;53;5
15;F;1ª Dose;NA;7
15;F;2ª Dose;11;1
15;F;2ª Dose;13;1
15;F;2ª Dose;15;1
15;F;2ª Dose;16;1
15;F;2ª Dose;21;7
15;F;2ª Dose;23;2
15;F;2ª Dose;26;1
15;F;2ª Dose;27;1
15;F;2ª Dose;28;1
15;F;2ª Dose;29;3
15;F;2ª Dose;31;4
15;F;2ª Dose;32;1
15;F;2ª Dose;33;2
15;F;2ª Dose;35;23
15;F;2ª Dose;41;5
15;F;2ª Dose;42;3
15;F;2ª Dose;43;5
15;F;2ª Dose;50;1
15;F;2ª Dose;51;2
15;F;2ª Dose;52;1
15;F;2ª Dose;NA;3
15;F;Dose ;35;1
15;F;Dose ;43;1
15;F;Dose ;50;6
15;F;Dose ;52;1
15;F;Única ;41;4
15;M;1ª Dose;11;5
15;M;1ª Dose;13;16
15;M;1ª Dose;14;1
15;M;1ª Dose;15;11
15;M;1ª Dose;17;3
15;M;1ª Dose;21;7
15;M;1ª Dose;22;3
15;M;1ª Dose;23;24
15;M;1ª Dose;24;8
15;M;1ª Dose;25;6
15;M;1ª Dose;26;9
15;M;1ª Dose;29;14
15;M;1ª Dose;31;25
15;M;1ª Dose;32;3
15;M;1ª Dose;33;11
15;M;1ª Dose;35;39
15;M;1ª Dose;41;25
15;M;1ª Dose;42;8
15;M;1ª Dose;43;16
15;M;1ª Dose;50;398
15;M;1ª Dose;51;5
15;M;1ª Dose;52;3
15;M;1ª Dose;53;2
15;M;1ª Dose;NA;5
15;M;2ª Dose;11;3
15;M;2ª Dose;13;2
15;M;2ª Dose;15;1
15;M;2ª Dose;17;2
15;M;2ª Dose;21;5
15;M;2ª Dose;22;1
15;M;2ª Dose;23;2
15;M;2ª Dose;24;1
15;M;2ª Dose;25;1
15;M;2ª Dose;29;1
15;M;2ª Dose;31;9
15;M;2ª Dose;33;1
15;M;2ª Dose;35;10
15;M;2ª Dose;41;5
15;M;2ª Dose;42;1
15;M;2ª Dose;43;1
15;M;2ª Dose;50;1
15;M;2ª Dose;51;1
15;M;2ª Dose;52;2
15;M;2ª Dose;53;3
15;M;2ª Dose;NA;1
15;M;Dose ;32;1
15;M;Dose ;41;1
15;M;Dose ;42;1
15;M;Dose ;50;3
15;M;Dose ;52;1
15;M;Única ;41;5
16;F;1ª Dose;11;25
16;F;1ª Dose;12;15
16;F;1ª Dose;13;36
16;F;1ª Dose;14;1
16;F;1ª Dose;15;31
16;F;1ª Dose;16;4
16;F;1ª Dose;17;5
16;F;1ª Dose;21;69
16;F;1ª Dose;22;6
16;F;1ª Dose;23;50
16;F;1ª Dose;24;57
16;F;1ª Dose;25;34
16;F;1ª Dose;26;67
16;F;1ª Dose;27;4
16;F;1ª Dose;28;8
16;F;1ª Dose;29;91
16;F;1ª Dose;31;126
16;F;1ª Dose;32;33
16;F;1ª Dose;33;43
16;F;1ª Dose;35;201
16;F;1ª Dose;41;108
16;F;1ª Dose;42;70
16;F;1ª Dose;43;149
16;F;1ª Dose;50;372
16;F;1ª Dose;51;31
16;F;1ª Dose;52;29
16;F;1ª Dose;53;8
16;F;1ª Dose;NA;3
16;F;2ª Dose;11;5
16;F;2ª Dose;12;1
16;F;2ª Dose;13;10
16;F;2ª Dose;15;4
16;F;2ª Dose;16;1
16;F;2ª Dose;17;1
16;F;2ª Dose;21;15
16;F;2ª Dose;22;1
16;F;2ª Dose;23;4
16;F;2ª Dose;24;3
16;F;2ª Dose;25;1
16;F;2ª Dose;26;3
16;F;2ª Dose;27;1
16;F;2ª Dose;29;8
16;F;2ª Dose;31;11
16;F;2ª Dose;32;5
16;F;2ª Dose;33;3
16;F;2ª Dose;35;57
16;F;2ª Dose;41;24
16;F;2ª Dose;42;13
16;F;2ª Dose;43;33
16;F;2ª Dose;50;7
16;F;2ª Dose;51;7
16;F;2ª Dose;52;6
16;F;2ª Dose;53;1
16;F;Dose ;29;2
16;F;Dose ;33;1
16;F;Dose ;43;1
16;F;Dose ;50;8
16;F;Única ;41;2
16;M;1ª Dose;11;9
16;M;1ª Dose;12;2
16;M;1ª Dose;13;23
16;M;1ª Dose;14;2
16;M;1ª Dose;15;14
16;M;1ª Dose;17;6
16;M;1ª Dose;21;18
16;M;1ª Dose;22;5
16;M;1ª Dose;23;27
16;M;1ª Dose;24;5
16;M;1ª Dose;25;9
16;M;1ª Dose;26;10
16;M;1ª Dose;28;2
16;M;1ª Dose;29;32
16;M;1ª Dose;31;32
16;M;1ª Dose;32;9
16;M;1ª Dose;33;10
16;M;1ª Dose;35;101
16;M;1ª Dose;41;36
16;M;1ª Dose;42;20
16;M;1ª Dose;43;50
16;M;1ª Dose;50;458
16;M;1ª Dose;51;11
16;M;1ª Dose;52;21
16;M;1ª Dose;53;8
16;M;1ª Dose;NA;3
16;M;2ª Dose;11;2
16;M;2ª Dose;12;1
16;M;2ª Dose;13;8
16;M;2ª Dose;14;1
16;M;2ª Dose;17;2
16;M;2ª Dose;21;5
16;M;2ª Dose;22;1
16;M;2ª Dose;23;2
16;M;2ª Dose;24;2
16;M;2ª Dose;25;1
16;M;2ª Dose;26;1
16;M;2ª Dose;29;10
16;M;2ª Dose;31;6
16;M;2ª Dose;32;3
16;M;2ª Dose;33;1
16;M;2ª Dose;35;21
16;M;2ª Dose;41;10
16;M;2ª Dose;42;2
16;M;2ª Dose;43;7
16;M;2ª Dose;50;3
16;M;2ª Dose;51;4
16;M;2ª Dose;52;5
16;M;Dose ;21;2
16;M;Dose ;29;1
16;M;Dose ;35;1
16;M;Dose ;41;2
16;M;Dose ;50;7
16;M;Única ;35;1
16;M;Única ;41;2
17;F;1ª Dose;11;52
17;F;1ª Dose;12;28
17;F;1ª Dose;13;105
17;F;1ª Dose;14;21
17;F;1ª Dose;15;214
17;F;1ª Dose;16;29
17;F;1ª Dose;17;20
17;F;1ª Dose;21;207
17;F;1ª Dose;22;24
17;F;1ª Dose;23;109
17;F;1ª Dose;24;159
17;F;1ª Dose;25;59
17;F;1ª Dose;26;193
17;F;1ª Dose;27;24
17;F;1ª Dose;28;16
17;F;1ª Dose;29;251
17;F;1ª Dose;31;402
17;F;1ª Dose;32;69
17;F;1ª Dose;33;208
17;F;1ª Dose;35;679
17;F;1ª Dose;41;281
17;F;1ª Dose;42;182
17;F;1ª Dose;43;401
17;F;1ª Dose;50;499
17;F;1ª Dose;51;119
17;F;1ª Dose;52;117
17;F;1ª Dose;53;38
17;F;1ª Dose;NA;24
17;F;2ª Dose;11;10
17;F;2ª Dose;12;4
17;F;2ª Dose;13;36
17;F;2ª Dose;14;5
17;F;2ª Dose;15;16
17;F;2ª Dose;16;10
17;F;2ª Dose;17;5
17;F;2ª Dose;21;44
17;F;2ª Dose;22;1
17;F;2ª Dose;23;10
17;F;2ª Dose;24;9
17;F;2ª Dose;26;18
17;F;2ª Dose;27;3
17;F;2ª Dose;28;2
17;F;2ª Dose;29;40
17;F;2ª Dose;31;65
17;F;2ª Dose;32;14
17;F;2ª Dose;33;38
17;F;2ª Dose;35;211
17;F;2ª Dose;41;63
17;F;2ª Dose;42;61
17;F;2ª Dose;43;126
17;F;2ª Dose;50;40
17;F;2ª Dose;51;26
17;F;2ª Dose;52;20
17;F;2ª Dose;53;8
17;F;2ª Dose;NA;6
17;F;Dose ;15;1
17;F;Dose ;21;5
17;F;Dose ;22;1
17;F;Dose ;24;1
17;F;Dose ;25;1
17;F;Dose ;29;1
17;F;Dose ;31;1
17;F;Dose ;33;5
17;F;Dose ;35;5
17;F;Dose ;41;2
17;F;Dose ;43;2
17;F;Dose ;50;23
17;F;Dose ;51;1
17;F;Dose ;52;1
17;F;Dose ;53;1
17;F;Única ;35;2
17;F;Única ;41;4
17;M;1ª Dose;11;20
17;M;1ª Dose;12;19
17;M;1ª Dose;13;97
17;M;1ª Dose;14;14
17;M;1ª Dose;15;211
17;M;1ª Dose;16;23
17;M;1ª Dose;17;13
17;M;1ª Dose;21;110
17;M;1ª Dose;22;18
17;M;1ª Dose;23;81
17;M;1ª Dose;24;23
17;M;1ª Dose;25;25
17;M;1ª Dose;26;52
17;M;1ª Dose;27;33
17;M;1ª Dose;28;21
17;M;1ª Dose;29;94
17;M;1ª Dose;31;163
17;M;1ª Dose;32;49
17;M;1ª Dose;33;73
17;M;1ª Dose;35;289
17;M;1ª Dose;41;88
17;M;1ª Dose;42;74
17;M;1ª Dose;43;164
17;M;1ª Dose;50;482
17;M;1ª Dose;51;54
17;M;1ª Dose;52;70
17;M;1ª Dose;53;16
17;M;1ª Dose;NA;19
17;M;2ª Dose;11;4
17;M;2ª Dose;12;8
17;M;2ª Dose;13;35
17;M;2ª Dose;14;9
17;M;2ª Dose;15;11
17;M;2ª Dose;16;7
17;M;2ª Dose;21;18
17;M;2ª Dose;22;1
17;M;2ª Dose;23;12
17;M;2ª Dose;24;7
17;M;2ª Dose;25;3
17;M;2ª Dose;26;13
17;M;2ª Dose;27;9
17;M;2ª Dose;28;3
17;M;2ª Dose;29;23
17;M;2ª Dose;31;27
17;M;2ª Dose;32;10
17;M;2ª Dose;33;13
17;M;2ª Dose;35;88
17;M;2ª Dose;41;21
17;M;2ª Dose;42;21
17;M;2ª Dose;43;45
17;M;2ª Dose;50;35
17;M;2ª Dose;51;15
17;M;2ª Dose;52;13
17;M;2ª Dose;53;5
17;M;2ª Dose;NA;1
17;M;Dose ;11;2
17;M;Dose ;12;1
17;M;Dose ;15;2
17;M;Dose ;21;2
17;M;Dose ;25;1
17;M;Dose ;29;2
17;M;Dose ;31;2
17;M;Dose ;33;3
17;M;Dose ;35;5
17;M;Dose ;41;1
17;M;Dose ;42;6
17;M;Dose ;43;2
17;M;Dose ;50;26
17;M;Dose ;52;3
17;M;Dose ;53;2
17;M;Dose ;NA;1
17;M;Única ;24;2
17;M;Única ;35;3
17;M;Única ;41;4
17;M;Única ;NA;1
18;F;1ª Dose;11;1344
18;F;1ª Dose;12;1088
18;F;1ª Dose;13;5552
18;F;1ª Dose;14;870
18;F;1ª Dose;15;6612
18;F;1ª Dose;16;823
18;F;1ª Dose;17;1202
18;F;1ª Dose;21;12944
18;F;1ª Dose;22;1689
18;F;1ª Dose;23;2341
18;F;1ª Dose;24;2441
18;F;1ª Dose;25;2170
18;F;1ª Dose;26;5782
18;F;1ª Dose;27;1564
18;F;1ª Dose;28;843
18;F;1ª Dose;29;8184
18;F;1ª Dose;31;12571
18;F;1ª Dose;32;2627
18;F;1ª Dose;33;8411
18;F;1ª Dose;35;26195
18;F;1ª Dose;41;8306
18;F;1ª Dose;42;5103
18;F;1ª Dose;43;9667
18;F;1ª Dose;50;3569
18;F;1ª Dose;51;3130
18;F;1ª Dose;52;4478
18;F;1ª Dose;53;1243
18;F;1ª Dose;99;13
18;F;1ª Dose;NA;913
18;F;1ª Dose Revacinação ;11;2
18;F;2ª Dose;11;231
18;F;2ª Dose;12;194
18;F;2ª Dose;13;1095
18;F;2ª Dose;14;267
18;F;2ª Dose;15;952
18;F;2ª Dose;16;126
18;F;2ª Dose;17;196
18;F;2ª Dose;21;1186
18;F;2ª Dose;22;244
18;F;2ª Dose;23;711
18;F;2ª Dose;24;226
18;F;2ª Dose;25;185
18;F;2ª Dose;26;801
18;F;2ª Dose;27;200
18;F;2ª Dose;28;79
18;F;2ª Dose;29;850
18;F;2ª Dose;31;1574
18;F;2ª Dose;32;326
18;F;2ª Dose;33;476
18;F;2ª Dose;35;4602
18;F;2ª Dose;41;1387
18;F;2ª Dose;42;949
18;F;2ª Dose;43;1859
18;F;2ª Dose;50;1098
18;F;2ª Dose;51;616
18;F;2ª Dose;52;564
18;F;2ª Dose;53;135
18;F;2ª Dose;99;1
18;F;2ª Dose;NA;185
18;F;Dose ;11;36
18;F;Dose ;12;21
18;F;Dose ;13;31
18;F;Dose ;14;11
18;F;Dose ;15;65
18;F;Dose ;16;14
18;F;Dose ;17;43
18;F;Dose ;21;678
18;F;Dose ;22;45
18;F;Dose ;23;5
18;F;Dose ;24;1
18;F;Dose ;25;31
18;F;Dose ;26;79
18;F;Dose ;27;20
18;F;Dose ;28;8
18;F;Dose ;29;85
18;F;Dose ;31;126
18;F;Dose ;32;38
18;F;Dose ;33;289
18;F;Dose ;35;509
18;F;Dose ;41;157
18;F;Dose ;42;253
18;F;Dose ;43;305
18;F;Dose ;50;1941
18;F;Dose ;51;159
18;F;Dose ;52;109
18;F;Dose ;53;25
18;F;Dose ;99;2
18;F;Dose ;NA;35
18;F;Dose Inicial ;25;1
18;F;Única ;13;6
18;F;Única ;24;22
18;F;Única ;29;2
18;F;Única ;31;4
18;F;Única ;33;3
18;F;Única ;35;388
18;F;Única ;41;9
18;F;Única ;42;4
18;F;Única ;43;2
18;F;Única ;52;2
18;F;Única ;NA;2
18;M;1ª Dose;11;1164
18;M;1ª Dose;12;1059
18;M;1ª Dose;13;5528
18;M;1ª Dose;14;971
18;M;1ª Dose;15;6172
18;M;1ª Dose;16;735
18;M;1ª Dose;17;1246
18;M;1ª Dose;21;10754
18;M;1ª Dose;22;1690
18;M;1ª Dose;23;1804
18;M;1ª Dose;24;1729
18;M;1ª Dose;25;1624
18;M;1ª Dose;26;4699
18;M;1ª Dose;27;1719
18;M;1ª Dose;28;666
18;M;1ª Dose;29;5488
18;M;1ª Dose;31;8754
18;M;1ª Dose;32;1723
18;M;1ª Dose;33;4952
18;M;1ª Dose;35;15165
18;M;1ª Dose;41;6123
18;M;1ª Dose;42;3211
18;M;1ª Dose;43;10066
18;M;1ª Dose;50;3288
18;M;1ª Dose;51;2103
18;M;1ª Dose;52;3333
18;M;1ª Dose;53;950
18;M;1ª Dose;99;7
18;M;1ª Dose;NA;885
18;M;2ª Dose;11;164
18;M;2ª Dose;12;239
18;M;2ª Dose;13;1099
18;M;2ª Dose;14;287
18;M;2ª Dose;15;833
18;M;2ª Dose;16;123
18;M;2ª Dose;17;155
18;M;2ª Dose;21;1059
18;M;2ª Dose;22;202
18;M;2ª Dose;23;481
18;M;2ª Dose;24;198
18;M;2ª Dose;25;186
18;M;2ª Dose;26;735
18;M;2ª Dose;27;166
18;M;2ª Dose;28;67
18;M;2ª Dose;29;585
18;M;2ª Dose;31;912
18;M;2ª Dose;32;180
18;M;2ª Dose;33;258
18;M;2ª Dose;35;1703
18;M;2ª Dose;41;579
18;M;2ª Dose;42;326
18;M;2ª Dose;43;822
18;M;2ª Dose;50;928
18;M;2ª Dose;51;469
18;M;2ª Dose;52;356
18;M;2ª Dose;53;79
18;M;2ª Dose;99;1
18;M;2ª Dose;NA;181
18;M;Dose ;11;70
18;M;Dose ;12;16
18;M;Dose ;13;49
18;M;Dose ;14;13
18;M;Dose ;15;45
18;M;Dose ;16;4
18;M;Dose ;17;52
18;M;Dose ;21;601
18;M;Dose ;22;59
18;M;Dose ;23;6
18;M;Dose ;24;2
18;M;Dose ;25;18
18;M;Dose ;26;71
18;M;Dose ;27;27
18;M;Dose ;28;16
18;M;Dose ;29;101
18;M;Dose ;31;177
18;M;Dose ;32;23
18;M;Dose ;33;155
18;M;Dose ;35;414
18;M;Dose ;41;150
18;M;Dose ;42;297
18;M;Dose ;43;329
18;M;Dose ;50;2114
18;M;Dose ;51;161
18;M;Dose ;52;120
18;M;Dose ;53;40
18;M;Dose ;99;1
18;M;Dose ;NA;31
18;M;Dose Inicial ;25;2
18;M;Única ;13;25
18;M;Única ;15;2
18;M;Única ;24;32
18;M;Única ;25;1
18;M;Única ;28;1
18;M;Única ;29;4
18;M;Única ;31;3
18;M;Única ;32;1
18;M;Única ;35;295
18;M;Única ;41;8
18;M;Única ;42;3
18;M;Única ;50;2
18;M;Única ;51;1
18;M;Única ;52;2
18;M;Única ;NA;2
19;F;1ª Dose;11;1748
19;F;1ª Dose;12;1153
19;F;1ª Dose;13;5879
19;F;1ª Dose;14;853
19;F;1ª Dose;15;7745
19;F;1ª Dose;16;916
19;F;1ª Dose;17;1623
19;F;1ª Dose;21;13391
19;F;1ª Dose;22;2268
19;F;1ª Dose;23;3535
19;F;1ª Dose;24;3190
19;F;1ª Dose;25;2971
19;F;1ª Dose;26;7931
19;F;1ª Dose;27;2060
19;F;1ª Dose;28;1163
19;F;1ª Dose;29;10228
19;F;1ª Dose;31;16749
19;F;1ª Dose;32;3466
19;F;1ª Dose;33;11793
19;F;1ª Dose;35;35634
19;F;1ª Dose;41;10701
19;F;1ª Dose;42;6592
19;F;1ª Dose;43;11833
19;F;1ª Dose;50;4151
19;F;1ª Dose;51;3901
19;F;1ª Dose;52;6246
19;F;1ª Dose;53;1678
19;F;1ª Dose;99;21
19;F;1ª Dose;NA;997
19;F;1ª Dose Revacinação ;11;1
19;F;2ª Dose;11;349
19;F;2ª Dose;12;257
19;F;2ª Dose;13;1351
19;F;2ª Dose;14;297
19;F;2ª Dose;15;1364
19;F;2ª Dose;16;152
19;F;2ª Dose;17;288
19;F;2ª Dose;21;1570
19;F;2ª Dose;22;405
19;F;2ª Dose;23;1278
19;F;2ª Dose;24;408
19;F;2ª Dose;25;291
19;F;2ª Dose;26;1291
19;F;2ª Dose;27;304
19;F;2ª Dose;28;143
19;F;2ª Dose;29;1437
19;F;2ª Dose;31;3038
19;F;2ª Dose;32;742
19;F;2ª Dose;33;1096
19;F;2ª Dose;35;8574
19;F;2ª Dose;41;2307
19;F;2ª Dose;42;1649
19;F;2ª Dose;43;2887
19;F;2ª Dose;50;1313
19;F;2ª Dose;51;916
19;F;2ª Dose;52;1029
19;F;2ª Dose;53;225
19;F;2ª Dose;99;3
19;F;2ª Dose;NA;267
19;F;Dose ;11;51
19;F;Dose ;12;20
19;F;Dose ;13;49
19;F;Dose ;14;9
19;F;Dose ;15;70
19;F;Dose ;16;15
19;F;Dose ;17;46
19;F;Dose ;21;691
19;F;Dose ;22;60
19;F;Dose ;23;5
19;F;Dose ;24;6
19;F;Dose ;25;23
19;F;Dose ;26;94
19;F;Dose ;27;34
19;F;Dose ;28;17
19;F;Dose ;29;121
19;F;Dose ;31;151
19;F;Dose ;32;38
19;F;Dose ;33;358
19;F;Dose ;35;494
19;F;Dose ;41;214
19;F;Dose ;42;290
19;F;Dose ;43;274
19;F;Dose ;50;1902
19;F;Dose ;51;201
19;F;Dose ;52;122
19;F;Dose ;53;54
19;F;Dose ;NA;19
19;F;Dose Inicial ;25;4
19;F;Dose Inicial ;35;1
19;F;Única ;13;7
19;F;Única ;14;1
19;F;Única ;15;1
19;F;Única ;21;1
19;F;Única ;22;2
19;F;Única ;23;1
19;F;Única ;24;35
19;F;Única ;27;1
19;F;Única ;29;6
19;F;Única ;31;7
19;F;Única ;33;3
19;F;Única ;35;350
19;F;Única ;41;13
19;F;Única ;42;6
19;F;Única ;43;2
19;F;Única ;50;1
19;F;Única ;52;2
19;M;1ª Dose;11;1629
19;M;1ª Dose;12;1104
19;M;1ª Dose;13;5781
19;M;1ª Dose;14;1067
19;M;1ª Dose;15;7211
19;M;1ª Dose;16;765
19;M;1ª Dose;17;1748
19;M;1ª Dose;21;10733
19;M;1ª Dose;22;2187
19;M;1ª Dose;23;2592
19;M;1ª Dose;24;2305
19;M;1ª Dose;25;1956
19;M;1ª Dose;26;6346
19;M;1ª Dose;27;2451
19;M;1ª Dose;28;844
19;M;1ª Dose;29;6529
19;M;1ª Dose;31;10665
19;M;1ª Dose;32;1978
19;M;1ª Dose;33;6751
19;M;1ª Dose;35;18276
19;M;1ª Dose;41;7274
19;M;1ª Dose;42;3970
19;M;1ª Dose;43;11939
19;M;1ª Dose;50;3978
19;M;1ª Dose;51;2429
19;M;1ª Dose;52;4549
19;M;1ª Dose;53;1181
19;M;1ª Dose;99;11
19;M;1ª Dose;NA;894
19;M;1ª Dose Revacinação ;11;1
19;M;2ª Dose;11;215
19;M;2ª Dose;12;238
19;M;2ª Dose;13;1179
19;M;2ª Dose;14;269
19;M;2ª Dose;15;1010
19;M;2ª Dose;16;137
19;M;2ª Dose;17;231
19;M;2ª Dose;21;1297
19;M;2ª Dose;22;269
19;M;2ª Dose;23;771
19;M;2ª Dose;24;313
19;M;2ª Dose;25;213
19;M;2ª Dose;26;960
19;M;2ª Dose;27;244
19;M;2ª Dose;28;123
19;M;2ª Dose;29;894
19;M;2ª Dose;31;1435
19;M;2ª Dose;32;319
19;M;2ª Dose;33;578
19;M;2ª Dose;35;3257
19;M;2ª Dose;41;816
19;M;2ª Dose;42;518
19;M;2ª Dose;43;1203
19;M;2ª Dose;50;1218
19;M;2ª Dose;51;562
19;M;2ª Dose;52;606
19;M;2ª Dose;53;126
19;M;2ª Dose;99;1
19;M;2ª Dose;NA;194
19;M;Dose ;11;85
19;M;Dose ;12;19
19;M;Dose ;13;54
19;M;Dose ;14;11
19;M;Dose ;15;76
19;M;Dose ;16;14
19;M;Dose ;17;84
19;M;Dose ;21;631
19;M;Dose ;22;76
19;M;Dose ;23;14
19;M;Dose ;24;4
19;M;Dose ;25;18
19;M;Dose ;26;73
19;M;Dose ;27;30
19;M;Dose ;28;10
19;M;Dose ;29;106
19;M;Dose ;31;238
19;M;Dose ;32;17
19;M;Dose ;33;197
19;M;Dose ;35;445
19;M;Dose ;41;241
19;M;Dose ;42;350
19;M;Dose ;43;419
19;M;Dose ;50;1913
19;M;Dose ;51;190
19;M;Dose ;52;113
19;M;Dose ;53;65
19;M;Dose ;99;1
19;M;Dose ;NA;33
19;M;Dose Inicial ;25;2
19;M;Única ;13;42
19;M;Única ;14;1
19;M;Única ;21;1
19;M;Única ;22;1
19;M;Única ;23;6
19;M;Única ;24;56
19;M;Única ;25;1
19;M;Única ;29;4
19;M;Única ;31;5
19;M;Única ;33;3
19;M;Única ;35;321
19;M;Única ;41;13
19;M;Única ;42;2
19;M;Única ;43;1
19;M;Única ;50;1
19;M;Única ;52;1
19;M;Única ;NA;3
20;F;1ª Dose;11;2140
20;F;1ª Dose;12;1297
20;F;1ª Dose;13;10669
20;F;1ª Dose;14;940
20;F;1ª Dose;15;8756
20;F;1ª Dose;16;955
20;F;1ª Dose;17;1941
20;F;1ª Dose;21;15117
20;F;1ª Dose;22;2854
20;F;1ª Dose;23;4406
20;F;1ª Dose;24;4191
20;F;1ª Dose;25;3658
20;F;1ª Dose;26;9478
20;F;1ª Dose;27;2613
20;F;1ª Dose;28;1665
20;F;1ª Dose;29;12517
20;F;1ª Dose;31;21907
20;F;1ª Dose;32;4565
20;F;1ª Dose;33;16380
20;F;1ª Dose;35;47049
20;F;1ª Dose;41;13624
20;F;1ª Dose;42;8471
20;F;1ª Dose;43;15366
20;F;1ª Dose;50;4986
20;F;1ª Dose;51;4653
20;F;1ª Dose;52;7916
20;F;1ª Dose;53;2333
20;F;1ª Dose;99;28
20;F;1ª Dose;NA;1126
20;F;1ª Dose Revacinação ;11;1
20;F;2ª Dose;11;439
20;F;2ª Dose;12;283
20;F;2ª Dose;13;1691
20;F;2ª Dose;14;314
20;F;2ª Dose;15;1642
20;F;2ª Dose;16;197
20;F;2ª Dose;17;391
20;F;2ª Dose;21;1801
20;F;2ª Dose;22;488
20;F;2ª Dose;23;1580
20;F;2ª Dose;24;621
20;F;2ª Dose;25;388
20;F;2ª Dose;26;1815
20;F;2ª Dose;27;418
20;F;2ª Dose;28;271
20;F;2ª Dose;29;2154
20;F;2ª Dose;31;4472
20;F;2ª Dose;32;1291
20;F;2ª Dose;33;1932
20;F;2ª Dose;35;12607
20;F;2ª Dose;41;3109
20;F;2ª Dose;42;2273
20;F;2ª Dose;43;4476
20;F;2ª Dose;50;1546
20;F;2ª Dose;51;1103
20;F;2ª Dose;52;1391
20;F;2ª Dose;53;351
20;F;2ª Dose;99;8
20;F;2ª Dose;NA;270
20;F;Dose ;11;73
20;F;Dose ;12;17
20;F;Dose ;13;7
20;F;Dose ;14;4
20;F;Dose ;15;71
20;F;Dose ;16;18
20;F;Dose ;17;55
20;F;Dose ;21;628
20;F;Dose ;22;77
20;F;Dose ;23;10
20;F;Dose ;24;6
20;F;Dose ;25;37
20;F;Dose ;26;107
20;F;Dose ;27;43
20;F;Dose ;28;22
20;F;Dose ;29;127
20;F;Dose ;31;201
20;F;Dose ;32;36
20;F;Dose ;33;414
20;F;Dose ;35;550
20;F;Dose ;41;280
20;F;Dose ;42;337
20;F;Dose ;43;310
20;F;Dose ;50;1978
20;F;Dose ;51;208
20;F;Dose ;52;146
20;F;Dose ;53;60
20;F;Dose ;99;1
20;F;Dose ;NA;31
20;F;Única ;13;76
20;F;Única ;15;1
20;F;Única ;21;1
20;F;Única ;22;4
20;F;Única ;23;2
20;F;Única ;24;57
20;F;Única ;25;3
20;F;Única ;27;1
20;F;Única ;29;1
20;F;Única ;31;9
20;F;Única ;32;1
20;F;Única ;35;415
20;F;Única ;41;15
20;F;Única ;42;7
20;F;Única ;43;3
20;F;Única ;50;2
20;F;Única ;99;1
20;F;Única ;NA;1
20;M;1ª Dose;11;1855
20;M;1ª Dose;12;1257
20;M;1ª Dose;13;9239
20;M;1ª Dose;14;1024
20;M;1ª Dose;15;7659
20;M;1ª Dose;16;956
